|     |   task_0_variant |   task_0_cpu |   task_0_gpu |   task_0_cpu_all_replicas |   task_0_gpu_all_replicas |   task_0_batch |   task_0_replicas |   task_0_latency |   task_0_throughput |   task_0_throughput_all_replicas |   task_0_measured | task_1_variant   |   task_1_cpu |   task_1_gpu |   task_1_cpu_all_replicas |   task_1_gpu_all_replicas |   task_1_batch |   task_1_replicas |   task_1_latency |   task_1_throughput |   task_1_throughput_all_replicas | task_1_measured   |   pipeline_latency |   pipeline_throughput |   pipeline_cpu |   pipeline_gpu |   pipeline_accuracy |   task_1_accuracy |
| 191 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet18         |            1 |            0 |                         2 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              |                0.8 |               5       |              6 |              0 |                0.4  |               0.5 |
| 192 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         1 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              |                0.2 |              10       |              3 |              0 |                0.64 |               0.8 |
| 193 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         1 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              |                0.3 |               5       |              3 |              0 |                0.64 |               0.8 |
| 194 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         1 |                         0 |              3 |                 1 |              0.3 |             3.33333 |                          3.33333 | False             |                0.4 |               3.33333 |              3 |              0 |                0.64 |               0.8 |
| 195 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         1 |                         0 |              4 |                 1 |              0.4 |             2.5     |                          2.5     | True              |                0.5 |               2.5     |              3 |              0 |                0.64 |               0.8 |
| 196 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         1 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              |                0.3 |               5       |              3 |              0 |                0.64 |               0.8 |
| 197 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         1 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              |                0.4 |               5       |              3 |              0 |                0.64 |               0.8 |
| 198 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         1 |                         0 |              3 |                 1 |              0.3 |             3.33333 |                          3.33333 | False             |                0.5 |               3.33333 |              3 |              0 |                0.64 |               0.8 |
| 199 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         1 |                         0 |              4 |                 1 |              0.4 |             2.5     |                          2.5     | True              |                0.6 |               2.5     |              3 |              0 |                0.64 |               0.8 |
| 200 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         1 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              |                0.4 |               3.33333 |              3 |              0 |                0.64 |               0.8 |
| 201 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         1 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              |                0.5 |               3.33333 |              3 |              0 |                0.64 |               0.8 |
| 202 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         1 |                         0 |              3 |                 1 |              0.3 |             3.33333 |                          3.33333 | False             |                0.6 |               3.33333 |              3 |              0 |                0.64 |               0.8 |
| 203 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         1 |                         0 |              4 |                 1 |              0.4 |             2.5     |                          2.5     | True              |                0.7 |               2.5     |              3 |              0 |                0.64 |               0.8 |
| 204 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         1 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              |                0.5 |               2.5     |              3 |              0 |                0.64 |               0.8 |
| 205 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         1 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              |                0.6 |               2.5     |              3 |              0 |                0.64 |               0.8 |
| 206 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         1 |                         0 |              3 |                 1 |              0.3 |             3.33333 |                          3.33333 | False             |                0.7 |               2.5     |              3 |              0 |                0.64 |               0.8 |
| 207 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         1 |                         0 |              4 |                 1 |              0.4 |             2.5     |                          2.5     | True              |                0.8 |               2.5     |              3 |              0 |                0.64 |               0.8 |
| 208 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         2 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              |                0.2 |              10       |              4 |              0 |                0.64 |               0.8 |
| 209 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         2 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              |                0.3 |              10       |              4 |              0 |                0.64 |               0.8 |
| 210 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         2 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             |                0.4 |               6.66667 |              4 |              0 |                0.64 |               0.8 |
| 211 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         2 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              |                0.5 |               5       |              4 |              0 |                0.64 |               0.8 |
| 212 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         2 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              |                0.3 |               5       |              4 |              0 |                0.64 |               0.8 |
| 213 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         2 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              |                0.4 |               5       |              4 |              0 |                0.64 |               0.8 |
| 214 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         2 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             |                0.5 |               5       |              4 |              0 |                0.64 |               0.8 |
| 215 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         2 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              |                0.6 |               5       |              4 |              0 |                0.64 |               0.8 |
| 216 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         2 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              |                0.4 |               3.33333 |              4 |              0 |                0.64 |               0.8 |
| 217 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         2 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              |                0.5 |               3.33333 |              4 |              0 |                0.64 |               0.8 |
| 218 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         2 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             |                0.6 |               3.33333 |              4 |              0 |                0.64 |               0.8 |
| 219 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         2 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              |                0.7 |               3.33333 |              4 |              0 |                0.64 |               0.8 |
| 220 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         2 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              |                0.5 |               2.5     |              4 |              0 |                0.64 |               0.8 |
| 221 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         2 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              |                0.6 |               2.5     |              4 |              0 |                0.64 |               0.8 |
| 222 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         2 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             |                0.7 |               2.5     |              4 |              0 |                0.64 |               0.8 |
| 223 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         2 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              |                0.8 |               2.5     |              4 |              0 |                0.64 |               0.8 |
| 224 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         1 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              |                0.2 |              10       |              5 |              0 |                0.64 |               0.8 |
| 225 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         1 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              |                0.3 |               5       |              5 |              0 |                0.64 |               0.8 |
| 226 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         1 |                         0 |              3 |                 1 |              0.3 |             3.33333 |                          3.33333 | False             |                0.4 |               3.33333 |              5 |              0 |                0.64 |               0.8 |
| 227 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         1 |                         0 |              4 |                 1 |              0.4 |             2.5     |                          2.5     | True              |                0.5 |               2.5     |              5 |              0 |                0.64 |               0.8 |
| 228 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         1 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              |                0.3 |              10       |              5 |              0 |                0.64 |               0.8 |
| 229 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         1 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              |                0.4 |               5       |              5 |              0 |                0.64 |               0.8 |
| 230 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         1 |                         0 |              3 |                 1 |              0.3 |             3.33333 |                          3.33333 | False             |                0.5 |               3.33333 |              5 |              0 |                0.64 |               0.8 |
| 231 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         1 |                         0 |              4 |                 1 |              0.4 |             2.5     |                          2.5     | True              |                0.6 |               2.5     |              5 |              0 |                0.64 |               0.8 |
| 232 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         1 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              |                0.4 |               6.66667 |              5 |              0 |                0.64 |               0.8 |
| 233 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         1 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              |                0.5 |               5       |              5 |              0 |                0.64 |               0.8 |
| 234 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         1 |                         0 |              3 |                 1 |              0.3 |             3.33333 |                          3.33333 | False             |                0.6 |               3.33333 |              5 |              0 |                0.64 |               0.8 |
| 235 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         1 |                         0 |              4 |                 1 |              0.4 |             2.5     |                          2.5     | True              |                0.7 |               2.5     |              5 |              0 |                0.64 |               0.8 |
| 236 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         1 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              |                0.5 |               5       |              5 |              0 |                0.64 |               0.8 |
| 237 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         1 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              |                0.6 |               5       |              5 |              0 |                0.64 |               0.8 |
| 238 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         1 |                         0 |              3 |                 1 |              0.3 |             3.33333 |                          3.33333 | False             |                0.7 |               3.33333 |              5 |              0 |                0.64 |               0.8 |
| 239 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         1 |                         0 |              4 |                 1 |              0.4 |             2.5     |                          2.5     | True              |                0.8 |               2.5     |              5 |              0 |                0.64 |               0.8 |
| 240 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         2 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              |                0.2 |              20       |              6 |              0 |                0.64 |               0.8 |
| 241 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         2 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              |                0.3 |              10       |              6 |              0 |                0.64 |               0.8 |
| 242 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         2 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             |                0.4 |               6.66667 |              6 |              0 |                0.64 |               0.8 |
| 243 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         2 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              |                0.5 |               5       |              6 |              0 |                0.64 |               0.8 |
| 244 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         2 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              |                0.3 |              10       |              6 |              0 |                0.64 |               0.8 |
| 245 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         2 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              |                0.4 |              10       |              6 |              0 |                0.64 |               0.8 |
| 246 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         2 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             |                0.5 |               6.66667 |              6 |              0 |                0.64 |               0.8 |
| 247 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         2 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              |                0.6 |               5       |              6 |              0 |                0.64 |               0.8 |
| 248 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         2 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              |                0.4 |               6.66667 |              6 |              0 |                0.64 |               0.8 |
| 249 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         2 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              |                0.5 |               6.66667 |              6 |              0 |                0.64 |               0.8 |
| 250 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         2 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             |                0.6 |               6.66667 |              6 |              0 |                0.64 |               0.8 |
| 251 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         2 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              |                0.7 |               5       |              6 |              0 |                0.64 |               0.8 |
| 252 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         2 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              |                0.5 |               5       |              6 |              0 |                0.64 |               0.8 |
| 253 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         2 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              |                0.6 |               5       |              6 |              0 |                0.64 |               0.8 |
| 254 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         2 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             |                0.7 |               5       |              6 |              0 |                0.64 |               0.8 |
| 255 |              nan |          nan |          nan |                       nan |                       nan |            nan |               nan |              nan |                 nan |                              nan |               nan | resnet34         |            1 |            0 |                         2 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              |                0.8 |               5       |              6 |              0 |                0.64 |               0.8 |
